"汉字","读音","第二读音","第三读音","第四读音","ID"
"骠","biao",,,,5130
"纥","ge",,,,5137
"绀","gan",,,,5143
"绐","dai",,,,5149
"绨","ti",,,,5155
"缍","duo",,,,5161
"缂","ke",,,,5167
"缏","bian",,,,5173
"缟","gao",,,,5180
"缦","man",,,,5186
"缫","sao",,,,5189
"缲","qiao",,,,5195
"玎","ding",,,,5202
"珂","ke",,,,5208
"珈","jia",,,,5214
"珧","yao",,,,5220
"琦","qi",,,,5227
"琬","wan",,,,5232
"瑙","nao",,,,5239
"璀","cui",,,,5245
"璩","qu",,,,5251
"韫","yun",,,,5257
"杩","ma",,,,5263
"枧","jian",,,,5269
"杼","zhu",,,,5276
"枰","ping",,,,5282
"栀","zhi",,,,5289
"柽","cheng",,,,5295
"桄","guang",,,,5302
"桧","hui","gui",,,5309
"桴","fu",,,,5317
"棼","fen",,,,5323
"椋","liang",,,,5329
"榀","pin",,,,5341
"榈","lv",,,,5347
"榛","zhen",,,,5353
"榱","cui",,,,5359
"槿","jin",,,,5366
"槲","hu",,,,5372
"樵","qiao",,,,5378
"橼","yuan",,,,5384
"獒","ao",,,,5391
"殓","lian",,,,5397
"轭","e",,,,5404
"轶","yi",,,,5409
"轾","zhi",,,,5415
"辍","chuo",,,,5421
"戗","qiang",,,,5428
"戬","jian",,,,5435
"甓","pi",,,,5442
"昙","tan",,,,5447
"昝","zan",,,,5454
"晟","sheng",,,,5460
"晷","gui",,,,5467
"曛","xun",,,,5473
"贻","yi",,,,5480
"赈","zhen",,,,5485
"赇","qiu",,,,5487
"觌","di",,,,5494
"牮","jian",,,,5499
"犄","ji",,,,5506
"挲","suo","sa","sha",,5512
"毹","shu",,,,5521
"氘","dao",,,,5527
"氪","ke",,,,5533
"牒","die",,,,5539
"肜","rong",,,,5545
"肭","na",,,,5552
"胪","lu",,,,5558
"胍","gua",,,,5563
"胭","yan",,,,5570
"脒","mi",,,,5576
"脲","niao",,,,5582
"腚","ding",,,,5588
"腧","shu",,,,5595
"滕","teng",,,,5601
"臁","lian",,,,5608
"歙","xi","she",,,5615
"殳","shu",,,,5622
"斓","lan",,,,5628
"炖","dun",,,,5639
"炱","tai",,,,5645
"焯","chao",,,,5651
"煊","xuan",,,,5658
"熠","yi",,,,5665
"爝","jue",,,,5670
"扃","jiong",,,,5677
"祛","qu",,,,5684
"祠","ci",,,,5690
"禊","xi",,,,5695
"怼","dui",,,,5701
"恣","zi",,,,5707
"憝","dui",,,,5713
"泶","xue",,,,5719
"砘","dun",,,,5726
"砹","ai",,,,5732
"砬","la",,,,5738
"硖","xia",,,,5743
"碛","qi",,,,5750
"碡","zhou",,,,5755
"磉","sang",,,,5762
"礞","meng",,,,5769
"眄","mian",,,,5776
"眢","yuan",,,,5782
"眦","zi",,,,5785
"睃","suo",,,,5791
"瞍","sou",,,,5797
"瞠","cheng",,,,5803
"畋","tian",,,,5810
"罡","gang",,,,5817
"羁","ji",,,,5824
"钇","yi",,,,5830
"钏","chuan",,,,5835
"钣","ban",,,,5843
"钯","ba",,,,5849
"钸","bu",,,,5855
"钿","dian",,,,5860
"铍","pi",,,,5867
"铖","cheng",,,,5873
"铠","kai",,,,5880
"铪","ha",,,,5886
"铴","tang",,,,5892
"锃","zeng",,,,5899
"锎","kai",,,,5906
"锖","qiang",,,,5912
"锪","huo",,,,5919
"锴","kai",,,,5925
"镂","lou",,,,5932
"镏","liu",,,,5940
"镙","luo",,,,5947
"镢","jue",,,,5953
"镩","cuan",,,,5959
"镳","biao",,,,5966
"秣","mo",,,,5973
"稂","lang",,,,5978
"馥","fu",,,,5985
"皤","po",,,,5991
"鸨","bao",,,,5997
"鸱","chi",,,,6003
"鸾","luan",,,,6009
"鹉","wu",,,,6016
"鹗","e",,,,6022
"鹣","jian",,,,6027
"鹬","yu",,,,6034
"疖","jie",,,,6039
"疸","dan",,,,6046
"痖","ya",,,,6052
"痫","xian",,,,6058
"瘐","yu",,,,6064
"瘥","chai","cuo",,,6070
"癀","huang",,,,6078
"癍","ban",,,,6086
"癜","dian",,,,6089
"穹","qiong",,,,6096
"窬","yu",,,,6103
"衽","ren",,,,6109
"袼","ge",,,,6115
"裱","biao",,,,6121
"褡","da",,,,6127
"褫","chi",,,,6133
"胥","xu",,,,6139
"耖","chao",,,,6145
"耩","jiang",,,,6152
"聍","ning",,,,6159
"颃","hang",,,,6166
"颛","zhuan",,,,6173
"虔","qian",,,,6180
"蚨","fu",,,,6187
"蚧","jie",,,,6192
"蚵","he",,,,6199
"蚯","qiu",,,,6204
"蛭","zhi",,,,6211
"蛟","jiao",,,,6217
"蜊","li",,,,6224
"蜞","qi",,,,6229
"蜴","yi",,,,6235
"蜩","tiao",,,,6237
"蝻","nan",,,,6244
"蝓","yu",,,,6250
"螓","qin",,,,6256
"螅","xi",,,,6262
"螬","cao",,,,6268
"蟑","zhang",,,,6274
"蠖","huo",,,,6281
"蠼","qu",,,,6288
"舐","shi",,,,6293
"笊","zhao",,,,6300
"笙","sheng",,,,6306
"笞","chi",,,,6314
"筝","zheng",,,,6320
"箐","jing",,,,6327
"箅","bi",,,,6334
"篑","kui",,,,6340
"篦","bi",,,,6346
"簖","duan",,,,6352
"籁","lai",,,,6358
"衄","nv",,,,6365
"舯","zhong",,,,6370
"艄","shao",,,,6378
"袈","jia",,,,6387
"羯","jie",,,,6394
"粝","li",,,,6400
"粽","zong",,,,6406
"糅","rou",,,,6412
"翕","xi",,,,6419
"翮","he",,,,6424
"纛","dao",,,,6430
"趑","zi",,,,6436
"酊","ding",,,,6442
"酰","xian",,,,6449
"酹","lei",,,,6456
"醢","hai",,,,6462
"醵","ju",,,,6468
"跫","qiong",,,,6474
"趺","fu",,,,6481
"跎","tuo",,,,6487
"跸","bi",,,,6493
"跽","ji",,,,6499
"踣","bo",,,,6505
"踵","zhong",,,,6510
"蹊","xi",,,,6518
"蹴","cu",,,,6523
"躞","xie",,,,6529
"貅","xiu",,,,6533
"觚","gu",,,,6539
"謦","qing",,,,6545
"霁","ji",,,,6551
"霰","xian",,,,6557
"龈","yin","ken",,,6564
"隼","sun",,,,6572
"銎","qiong",,,,6578
"鐾","bei",,,,6585
"鲇","nian",,,,6591
"鲒","jie",,,,6598
"鲟","xun",,,,6604
"鲧","gun",,,,6611
"鲰","zou",,,,6617
"鲶","nian",,,,6623
"鳅","qiu",,,,6630
"鳍","qi",,,,6636
"鳕","xue",,,,6642
"鳟","zun",,,,6648
"鞔","man",,,,6654
"骰","tou",,,,6661
"髁","ke",,,,6667
"髑","du",,,,6673
"魈","xiao",,,,6678
"髻","ji",,,,6690
"鬓","bin",,,,6695
"麇","jun","qun",,,6702
"黛","dai",,,,6709
"黧","li",,,,6716
"鼬","you",,,,6721
